Name,Distance,Mass,Discovery Date,Stellar Magnitude
MASCARA-1 b,595,3.7 Jupiters,2017,8.28
MASCARA-4 b,557,3.1 Jupiters,2020,8.191
MOA-2007-BLG-192L b,3262,3.3 Earths,2008,
MOA-2007-BLG-400L b,22475,1.7 Jupiters,2008,
MOA-2008-BLG-310L b,25117,23.4 Earths,2009,
MOA-2008-BLG-379L b,10765,4.1 Jupiters,2013,
MOA-2009-BLG-266L b,9916,10.4 Earths,2011,
MOA-2009-BLG-319L b,22997,0.212 Jupiters,2010,
MOA-2009-BLG-387L b,18561,2.6 Jupiters,2010,
MOA-2010-BLG-073L b,9134,11 Jupiters,2012,
MOA-2010-BLG-117L b,11417,0.54 Jupiters,2018,24.3
MOA-2010-BLG-328L b,2642,9.2 Earths,2013,
MOA-2010-BLG-353L b,20975,0.27 Jupiters,2015,
MOA-2010-BLG-477L b,7503,1.5 Jupiters,2012,
MOA-2011-BLG-028L b,24074,30 Earths,2016,
MOA-2011-BLG-262L b,23486,17 Earths,2014,
MOA-2011-BLG-291L b,14353,18 Earths,2018,
MOA-2011-BLG-293L b,25183,4.8 Jupiters,2012,
MOA-2011-BLG-322L b,24661,11.6 Jupiters,2013,
MOA-2012-BLG-006L b,17289,8.4 Jupiters,2017,
MOA-2012-BLG-505L b,23519,6.7 Earths,2017,
MOA-2013-BLG-220L b,21921,2.74 Jupiters,2014,
MOA-2013-BLG-605L b,2773,3.24 Earths,2016,
MOA-2015-BLG-337L b,23160,33.7 Earths,2018,
MOA-2016-BLG-227L b,21203,2.8 Jupiters,2017,
MOA-2016-BLG-319L b,22182,0.62 Jupiters,2018,
MOA-2019-BLG-008L b,8807,18 Jupiters,2022,
MOA-2020-BLG-135L b,25770,11.3 Earths,2022,
MOA-2020-BLG-208L b,24432,0.14473 Jupiters,2023,
MOA-bin-1L b,16636,3.7 Jupiters,2012,
MOA-bin-29 b,23225,0.6 Jupiters,2019,44.61
mu2 Scorpii b,,14.4 Jupiters,2022,3.56
Mu Leonis b,106,2.4 Jupiters,2014,3.86648
MXB 1658-298 b,,23.7 Jupiters,2017,
NGC 2682 Sand 364 b,2666,6.69 Jupiters,2014,9.616
NGC 2682 Sand 978 b,2681,2.18 Jupiters,2017,9.814
NGC 2682 YBP 1194 b,2847,0.32 Jupiters,2014,14.569
NGC 2682 YBP 1514 b,2982,0.4 Jupiters,2014,14.684
NGC 2682 YBP 401 b,2710,0.46 Jupiters,2016,13.699
NGTS-10 b,1059,2.162 Jupiters,2020,14.506
NGTS-11 b,621,0.344 Jupiters,2020,12.456
NGTS-12 b,1456,0.208 Jupiters,2020,12.382
NGTS-13 b,2112,4.84 Jupiters,2021,12.744
NGTS-14 A b,1051,29.24036 Earths,2021,13.268
NGTS-15 b,2566,0.751 Jupiters,2021,14.669
NGTS-16 b,2930,0.667 Jupiters,2021,14.529
NGTS-17 b,3393,0.764 Jupiters,2021,14.412
NGTS-18 b,3576,0.409 Jupiters,2021,14.588
NGTS-1 b,712,0.812 Jupiters,2017,15.667
NGTS-20 b,1249,2.98 Jupiters,2022,11.233
NGTS-21 b,1934,2.36 Jupiters,2022,15.506
NGTS-23 b,3506,0.613 Jupiters,2022,14.126
NGTS-24 b,2228,0.52 Jupiters,2022,13.214
NGTS-25 b,1700,0.639 Jupiters,2022,14.333
NGTS-2 b,1163,0.74 Jupiters,2018,10.789
NGTS-3 A b,2427,2.38 Jupiters,2018,14.669
NGTS-4 b,915,20.6 Earths,2019,13.138
NGTS-5 b,1001,0.229 Jupiters,2019,13.789
NGTS-6 b,1006,1.339 Jupiters,2019,14.237
NGTS-8 b,1399,0.93 Jupiters,2019,13.69
NGTS-9 b,1987,2.9 Jupiters,2019,12.868
NN Serpentis c,1683,7.33 Jupiters,2010,16.943
NN Serpentis d,1683,2.3 Jupiters,2010,16.943
NSVS 14256825 b,2678,14.15 Jupiters,2019,13.296
Nu Octantis A b,69,2.4 Jupiters,2016,3.73
Nu Ophiuchi b,151,22.206 Jupiters,2012,3.31216
Nu Ophiuchi c,151,24.662 Jupiters,2012,3.31216
NY Virginis b,1775,2.3 Jupiters,2011,13.496
NY Virginis c,1775,5.54 Jupiters,2019,13.496
OGLE-2003-BLG-235L b,18920,2.6 Jupiters,2004,
OGLE-2005-BLG-071L b,10438,3.8 Jupiters,2005,
OGLE-2005-BLG-169L b,13374,14.1 Earths,2006,22.783
OGLE-2005-BLG-390L b,21529,5.5 Earths,2005,
OGLE-2006-BLG-109L b,4926,0.727 Jupiters,2008,
OGLE-2006-BLG-109L c,4926,0.27 Jupiters,2008,
OGLE-2006-BLG-284L A b,13048,0.45307 Jupiters,2020,
OGLE-2007-BLG-349L AB c,9003,0.25171 Jupiters,2016,24.73
OGLE-2007-BLG-368L b,19246,20 Earths,2009,17.71
OGLE-2008-BLG-092L b,26422,0.18 Jupiters,2014,
OGLE-2008-BLG-355L b,22182,4.6 Jupiters,2014,
OGLE-2011-BLG-0173L b,19898,0.19 Jupiters,2018,
OGLE-2011-BLG-0251L b,8383,0.53 Jupiters,2012,
OGLE-2011-BLG-0265L b,14288,0.88 Jupiters,2015,
OGLE-2012-BLG-0026L b,13110,0.145 Jupiters,2012,20.66
OGLE-2012-BLG-0026L c,13110,0.86 Jupiters,2012,20.66
OGLE-2012-BLG-0358L b,5741,1.85 Jupiters,2013,
OGLE-2012-BLG-0406L b,16212,2.73 Jupiters,2013,
OGLE-2012-BLG-0563L b,4241,0.39 Jupiters,2015,
OGLE-2012-BLG-0724L b,21855,0.47 Jupiters,2016,
OGLE-2012-BLG-0838L b,20616,0.167 Jupiters,2020,
OGLE-2012-BLG-0950L b,8481,35 Earths,2016,
OGLE-2013-BLG-0102L b,9916,13 Jupiters,2014,
OGLE-2013-BLG-0132L b,12722,0.29 Jupiters,2017,
OGLE-2013-BLG-0341L B b,2972,1.66 Earths,2014,
OGLE-2013-BLG-0911L b,10504,9.51 Jupiters,2019,26.42
OGLE-2013-BLG-1721L b,20551,0.64 Jupiters,2017,
OGLE-2013-BLG-1761L b,22508,2.7 Jupiters,2018,
OGLE-2014-BLG-0124L b,13374,0.51 Jupiters,2015,
OGLE-2014-BLG-0319L b,25215,0.57 Jupiters,2022,
OGLE-2014-BLG-0676L b,8710,3.68 Jupiters,2016,
OGLE-2014-BLG-1722L b,20877,0.174 Jupiters,2018,
OGLE-2014-BLG-1722L c,20877,0.263 Jupiters,2018,
OGLE-2014-BLG-1760L b,22377,0.56 Jupiters,2016,
OGLE-2015-BLG-0051L b,26748,0.72 Jupiters,2016,
OGLE-2015-BLG-0954L b,3914,3.4 Jupiters,2016,
OGLE-2015-BLG-0966L b,10765,21 Earths,2016,
OGLE-2015-BLG-1649L b,13798,2.54 Jupiters,2019,
OGLE-2015-BLG-1670L b,21855,17.9 Earths,2019,
OGLE-2015-BLG-1771L b,23062,0.433 Jupiters,2020,
OGLE-2016-BLG-0263L b,21203,4.1 Jupiters,2017,
OGLE-2016-BLG-0613L AB b,11123,4.18 Jupiters,2017,
OGLE-2016-BLG-1067L b,12167,0.43 Jupiters,2019,
OGLE-2016-BLG-1093 b,26487,0.71 Jupiters,2022,
OGLE-2016-BLG-1190L b,22084,13.38 Jupiters,2017,
OGLE-2016-BLG-1195L b,12754,1.43 Earths,2017,
OGLE-2016-BLG-1227L b,,0.79 Jupiters,2020,
OGLE-2017-BLG-0173L b,15348,3.269 Earths,2018,
OGLE-2017-BLG-0373L b,19295,0.401 Jupiters,2018,
OGLE-2017-BLG-0406L b,16962,0.41 Jupiters,2020,26.1
OGLE-2017-BLG-0482L b,18920,9 Earths,2018,
OGLE-2017-BLG-0604L b,12885,0.51 Jupiters,2020,
OGLE-2017-BLG-1049L b,18496,5.53 Jupiters,2020,
OGLE-2017-BLG-1099L b,23650,3.02 Jupiters,2021,
OGLE-2017-BLG-1140L b,,1.59 Jupiters,2018,
OGLE-2017-BLG-1375L b,12820,11.28 Jupiters,2020,
OGLE-2017-BLG-1434L b,2805,4.43 Earths,2018,
OGLE-2017-BLG-1522L b,24432,0.75 Jupiters,2018,
OGLE-2017-BLG-1691L b,23780,14.62011 Earths,2022,
OGLE-2017-BLG-1806L b,20877,5.27 Earths,2023,
OGLE-2018-BLG-0298L b,21333,0.14 Jupiters,2022,
OGLE-2018-BLG-0383L b,25117,6.4 Earths,2022,
OGLE-2018-BLG-0506L b,18267,16.3 Earths,2022,
OGLE-2018-BLG-0516L b,22834,20.1 Earths,2022,
OGLE-2018-BLG-0532L b,2522,6.228 Earths,2020,
OGLE-2018-BLG-0567L b,23030,0.32 Jupiters,2021,
OGLE-2018-BLG-0596L b,18430,13.93 Earths,2019,
OGLE-2018-BLG-0677L b,24726,3.96 Earths,2020,
OGLE-2018-BLG-0740L b,10438,4.8 Jupiters,2019,18.21
OGLE-2018-BLG-0799L b,13211,0.26 Jupiters,2022,
OGLE-2018-BLG-0932L b,21594,0.89 Jupiters,2022,
OGLE-2018-BLG-0962L b,21203,1.34 Jupiters,2021,
OGLE-2018-BLG-0977L b,21203,6.4 Earths,2022,
OGLE-2018-BLG-1011L b,23160,1.8 Jupiters,2019,
OGLE-2018-BLG-1011L c,23160,2.8 Jupiters,2019,
OGLE-2018-BLG-1119L b,18789,0.91 Jupiters,2022,
OGLE-2018-BLG-1126L b,18593,17.79839 Earths,2022,
OGLE-2018-BLG-1185L b,24139,8.4 Earths,2021,29.3
OGLE-2018-BLG-1212L b,5056,0.2 Jupiters,2022,
OGLE-2018-BLG-1269L b,8188,0.67 Jupiters,2020,
OGLE-2018-BLG-1367L b,17517,0.95 Jupiters,2022,
OGLE-2018-BLG-1428L b,20290,0.77 Jupiters,2021,
OGLE-2018-BLG-1647L b,25705,0.97 Jupiters,2022,
OGLE-2018-BLG-1700L b,24791,4.4 Jupiters,2020,
OGLE-2019-BLG-0249L b,20779,7.12 Jupiters,2023,
OGLE-2019-BLG-0299L b,19017,6.22 Jupiters,2021,
OGLE-2019-BLG-0304L b,22769,0.51 Jupiters,2021,
OGLE-2019-BLG-0362L b,19017,3.26 Jupiters,2022,
OGLE-2019-BLG-0468L b,14353,3.43 Jupiters,2022,
OGLE-2019-BLG-0468L c,14353,10.22 Jupiters,2022,
OGLE-2019-BLG-0679L b,18365,3.34 Jupiters,2023,
OGLE-2019-BLG-0954L b,11841,14.2 Jupiters,2021,
OGLE-2019-BLG-0960L b,3197,2.5 Earths,2021,
OGLE-2019-BLG-1053L b,22182,2.48 Earths,2021,
OGLE-2019-BLG-1470L AB c,19246,2.2 Jupiters,2022,
OGLE-2019-BLG-1492L b,18267,37.1 Earths,2022,
OGLE2-TR-L9 b,5309,4.5 Jupiters,2008,14.718
OGLE-TR-10 b,4387,0.62 Jupiters,2004,16.006
OGLE-TR-111 b,3485,0.55 Jupiters,2004,16.707
OGLE-TR-113 b,1848,1.26 Jupiters,2004,15.8485
OGLE-TR-132 b,6565,1.18 Jupiters,2004,16.536
OGLE-TR-182 b,8161,1.01 Jupiters,2007,16.9195
OGLE-TR-211 b,4943,1.03 Jupiters,2007,15.364
OGLE-TR-56 b,923,1.39 Jupiters,2002,15.3
Omega Serpentis b,250,1.7 Jupiters,2013,5.21644
Omicron Coronae Borealis b,277,1.5 Jupiters,2012,5.5052
Omicron Ursae Majoris b,179,4.1 Jupiters,2012,3.35214
Ophiuchi 11 b,444,14 Jupiters,2006,
PDS 70 b,369,3 Jupiters,2018,12.032
PDS 70 c,369,2 Jupiters,2019,12.032
PH1 b,3370,0.531 Jupiters,2012,13.841
PH2 b,1122,80 Jupiters,2013,12.645
Pi Mensae c,60,3.63 Earths,2018,5.666
Pi Mensae d,60,13.38 Earths,2022,5.666
POTS-1 b,2440,2.31 Jupiters,2013,17.9083
Pr0201 b,589,0.54 Jupiters,2012,10.445
Pr0211 b,596,1.88 Jupiters,2012,12.163
Pr0211 c,596,7.79 Jupiters,2016,12.163
Proxima Centauri b,4,1.07 Earths,2016,11.01
psi1 Draconis B b,74,1.53 Jupiters,2015,5.808
PSR B0329+54 b,1647,1.97 Earths,2017,20.8671
PSR B1257+12 b,1957,0.02 Earths,1994,
PSR B1257+12 c,1957,4.3 Earths,1992,
PSR B1257+12 d,1957,3.9 Earths,1992,
PSR B1620-26 b,,2.5 Jupiters,2003,
PSR J1719-1438 b,3914,1.2 Jupiters,2011,
PSR J2322-2650 b,750,0.7949 Jupiters,2017,
PZ Telescopii b,154,27 Jupiters,2023,8.43
Qatar-10 b,1824,0.736 Jupiters,2019,12.868
Qatar-1 b,605,1.294 Jupiters,2010,12.692
Qatar-2 b,592,2.494 Jupiters,2011,13.443
Qatar-3 b,2400,4.31 Jupiters,2017,12.929
Qatar-4 b,1073,6.1 Jupiters,2017,13.574
Qatar-5 b,1199,4.32 Jupiters,2017,12.614
Qatar-6 b,329,0.668 Jupiters,2017,11.496
Qatar-7 b,2303,1.88 Jupiters,2019,13.134
Qatar-8 b,918,0.371 Jupiters,2019,11.71
Qatar-9 b,697,1.19 Jupiters,2019,14.023
Rho Coronae Borealis b,57,1.0449 Jupiters,1997,5.41
Rho Coronae Borealis c,57,25 Earths,2016,5.41
Ross 128 b,11,1.4 Earths,2017,11.12
Ross 458 c,38,6 Jupiters,2010,9.76
Ross 508 b,37,4 Earths,2022,14.18
ROXs 12 b,446,16 Jupiters,2013,14.763
ROXs 42 B b,468,9 Jupiters,2013,14.661
RR Caeli b,69,4.2 Jupiters,2012,14.379
SR 12 AB c,366,13 Jupiters,2010,13.355
SWEEPS-11 b,27727,9.7 Jupiters,2006,19.83
SWEEPS-4 b,27727,3.8 Jupiters,2006,18.8
TAP 26 b,396,1.66 Jupiters,2017,12.5
Tau Bootis b,51,5.95 Jupiters,1996,4.48635
Tau Ceti e,12,3.93 Earths,2017,3.496
Tau Ceti f,12,3.93 Earths,2017,3.496
Tau Ceti g,12,1.75 Earths,2017,3.496
Tau Ceti h,12,1.83 Earths,2017,3.496
Tau Geminorum b,367,20.6 Jupiters,2013,4.37799
TCP J05074264+2447555 b,1647,20 Earths,2018,14.243
Teegarden's Star b,12,1.05 Earths,2019,15.13
Teegarden's Star c,12,1.11 Earths,2019,15.13
TIC 172900988 b,819,2.96386 Jupiters,2021,10.141
TIC 237913194 b,998,1.942 Jupiters,2020,12.144
TIC 257060897 b,1650,0.67 Jupiters,2021,11.814
TIC 279401253 b,932,6.14 Jupiters,2023,11.938
TIC 279401253 c,932,8.02 Jupiters,2023,11.938
TOI-1062 b,268,10.15 Earths,2021,10.249
TOI-1062 c,268,9.78 Earths,2021,10.249
TOI-1064 b,222,13.5 Earths,2022,10.938
TOI-1064 c,222,2.5 Earths,2022,10.938
TOI-1075 b,200,9.95 Earths,2022,12.615
TOI-1107 b,918,3.35 Jupiters,2022,10.553
TOI-1130 b,190,12.9 Earths,2020,11.595
TOI-1130 c,190,0.974 Jupiters,2020,11.595
TOI-1136 b,276,4.27 Earths,2022,9.534
TOI-1136 c,276,8.64 Earths,2022,9.534
TOI-1136 d,276,19.3 Earths,2022,9.534
TOI-1136 e,276,7.46 Earths,2022,9.534
TOI-1136 f,276,14.3 Earths,2022,9.534
TOI-1136 g,276,6.94 Earths,2022,9.534
TOI-1181 b,988,1.18 Jupiters,2022,10.582
TOI-1201 b,124,6.28 Earths,2021,12.26
TOI-1221 b,451,3.5 Jupiters,2023,10.494
TOI-1227 b,328,0.209 Jupiters,2022,16.999
TOI-122 b,203,7.85 Earths,2020,15.526
TOI-1231 b,90,15.4 Earths,2021,12.36
TOI-1235 b,129,5.9 Earths,2020,11.495
TOI-1246 b,553,8.1 Earths,2022,11.632
TOI-1246 c,553,8.8 Earths,2022,11.632
TOI-1246 d,553,5.3 Earths,2022,11.632
TOI-1246 e,553,14.8 Earths,2022,11.632
TOI-1259 A b,385,0.441 Jupiters,2021,12.079
TOI-125 b,362,9.5 Earths,2019,11.023
TOI-125 c,362,6.63 Earths,2019,11.023
TOI-125 d,362,13.6 Earths,2020,11.023
TOI-1260 b,240,8.56 Earths,2021,11.922
TOI-1260 c,240,13.2 Earths,2021,11.922
TOI-1260 d,240,11.84 Earths,2022,11.922
TOI-1266 b,117,13.5 Earths,2020,12.941
TOI-1266 c,117,2.2 Earths,2020,12.941
TOI-1268 b,357,0.30331 Jupiters,2022,10.92
TOI-1272 b,449,24.6 Earths,2022,11.758
TOI-1272 c,449,26.7 Earths,2022,11.758
TOI-1278 b,247,18.5 Jupiters,2021,13.502
TOI-1288 b,375,0.13215 Jupiters,2022,10.445
TOI-1288 c,375,0.26429 Jupiters,2022,10.445
TOI-1296 b,1054,0.298 Jupiters,2021,11.37
TOI-1298 b,1041,0.356 Jupiters,2021,11.889
TOI-132 b,534,22.4 Earths,2020,11.197
TOI-1333 b,654,2.37 Jupiters,2021,9.438
TOI-1338 b,1302,33 Earths,2020,11.722
TOI-1338 c,1302,0.205 Jupiters,2023,11.722
TOI-139 b,138,6.6 Earths,2023,10.55
TOI-1411 b,106,2.42 Earths,2022,10.51
TOI-1416 b,179,3.48 Earths,2023,9.91
TOI-1422 b,506,9 Earths,2022,10.622
TOI-1431 b,486,3.12 Jupiters,2021,8.03
TOI-1442 b,134,1.71 Earths,2022,15.39
TOI-1444 b,409,3.87 Earths,2021,10.936
TOI-1444 c,409,11.8 Earths,2021,10.936
TOI-1452 b,100,4.82 Earths,2022,14.354
TOI-1468 b,81,3.21 Earths,2022,12.5
TOI-1468 c,81,6.64 Earths,2022,12.5
TOI-1478 b,499,0.851 Jupiters,2021,10.723
TOI-150.01,1097,2.51 Jupiters,2019,11.39
TOI-1516 b,806,3.16 Jupiters,2022,10.858
TOI-1518 b,737,2.3 Jupiters,2021,8.952
TOI-157 b,1160,1.18 Jupiters,2020,12.725
TOI-1601 b,1098,0.99 Jupiters,2021,10.66
TOI-1634 b,115,4.91 Earths,2021,13.217
TOI-163 b,1343,1.22 Jupiters,2019,11.467
TOI-1669 b,363,0.573 Jupiters,2023,10.218
TOI-1670 b,548,0.13 Jupiters,2022,9.889
TOI-1670 c,548,0.63 Jupiters,2022,9.889
TOI-1685 b,123,3.78 Earths,2021,13.378
TOI-1693 b,100,2.57 Earths,2022,12.962
TOI-1694 b,407,26.1 Earths,2023,11.446
TOI-1694 c,407,1.05 Jupiters,2023,11.446
TOI-1695 b,147,6.36 Earths,2022,12.989
TOI-1696 b,212,0.15354 Jupiters,2022,16.82
TOI-169 b,1330,0.791 Jupiters,2020,12.355
TOI-1710 b,265,28.3 Earths,2022,9.545
TOI-1728 b,198,26.78 Earths,2020,12.39
TOI-172 b,1118,5.42 Jupiters,2019,11.299
TOI-1749 b,325,0.17934 Jupiters,2021,13.86
TOI-1749 c,325,14 Earths,2021,13.86
TOI-1749 d,325,15 Earths,2021,13.86
TOI-1759 b,131,10.8 Earths,2022,11.93
TOI-1789 b,747,0.7 Jupiters,2021,9.721
TOI-178 b,205,1.5 Earths,2021,11.955
TOI-178 c,205,4.77 Earths,2021,11.955
TOI-178 d,205,3.01 Earths,2021,11.955
TOI-178 e,205,3.86 Earths,2021,11.955
TOI-178 f,205,7.72 Earths,2021,11.955
TOI-178 g,205,3.94 Earths,2021,11.955
TOI-1807 b,139,2.57 Earths,2021,10
TOI-1811 b,418,0.972 Jupiters,2023,11.966
TOI-181 b,314,0.1452 Jupiters,2023,11.191
TOI-1820 b,811,2.3 Jupiters,2022,10.899
TOI-1842 b,729,0.214 Jupiters,2021,9.815
TOI-1859 b,732,0.216 Jupiters,2023,10.33
TOI-1860 b,150,2.27 Earths,2022,8.4
TOI-1899 b,419,0.66 Jupiters,2020,14.88
TOI-1937 A b,1354,2.01 Jupiters,2023,13.18
TOI-2000 b,573,11 Earths,2023,10.984
TOI-2000 c,573,0.257 Jupiters,2023,10.984
TOI-2018 b,91,9.2 Earths,2023,10.25
TOI-201 b,371,0.42 Jupiters,2021,9.07
TOI-2025 b,1096,3.6 Jupiters,2022,11.599
TOI-2046 b,945,2.3 Jupiters,2022,11.552
TOI-2048 b,380,7.32 Earths,2022,11.431
TOI-206 b,156,2.24 Earths,2022,14.938
TOI-2076 b,137,6.89 Earths,2021,9.139
TOI-2076 c,137,12 Earths,2021,9.139
TOI-2076 d,137,10.5 Earths,2021,9.139
TOI-2081 b,203,4.82 Earths,2022,13.369
TOI-2096 b,158,2.08 Earths,2023,15.92
TOI-2096 c,158,4.32 Earths,2023,15.92
TOI-2109 b,855,5.02 Jupiters,2021,10.217
TOI-2136 b,109,6.37 Earths,2022,14.32
TOI-2145 b,733,5.26 Jupiters,2023,9.07
TOI-2152 A b,988,2.83 Jupiters,2023,11.436
TOI-2154 b,967,0.92 Jupiters,2023,11.068
TOI-2158 b,647,0.82 Jupiters,2022,10.887
TOI-216.01,580,0.56 Jupiters,2019,12.324
TOI-216.02,580,18.75188 Earths,2019,12.324
TOI-2180 b,381,2.755 Jupiters,2022,9.162
TOI-2184 b,2571,0.65 Jupiters,2022,12.254
TOI-2193 A b,1100,0.94 Jupiters,2022,11.976
TOI-2194 b,64,4.61 Earths,2023,8.42
TOI-2196 b,848,26 Earths,2022,12.297
TOI-2202 b,770,0.978 Jupiters,2021,13.004
TOI-2202 c,770,0.369 Jupiters,2021,13.004
TOI-2207 b,1218,0.64 Jupiters,2022,11.316
TOI-220 b,296,13.8 Earths,2021,10.466
TOI-2236 b,1160,1.58 Jupiters,2022,11.6
TOI-2257 b,189,5.45 Earths,2021,15.211
TOI-2260 b,330,3.26 Earths,2022,10.474
TOI-2285 b,138,19.5 Earths,2021,13.403
TOI-2337 b,1749,1.6 Jupiters,2022,12.524
TOI-2338 b,1024,5.98 Jupiters,2023,12.483
TOI-2364 b,716,0.225 Jupiters,2023,12.234
TOI-237 b,124,2.67 Earths,2020,16.37
TOI-2406 b,181,8.96 Earths,2021,
TOI-2411 b,194,3.46 Earths,2022,11.272
TOI-2421 b,1070,0.333 Jupiters,2022,11.419
TOI-2427 b,93,3.89 Earths,2022,10.295
TOI-2443 b,78,8.11 Earths,2023,9.51
TOI-2445 b,158,2.1 Earths,2022,15.692
TOI-244 b,72,2.68 Earths,2023,12.861
TOI-2459 b,119,9.03 Earths,2023,10.772
TOI-2497 b,931,4.82 Jupiters,2023,9.547
TOI-2498 b,898,34.62 Earths,2023,11.196
TOI-251 b,325,1 Jupiter,2021,9.887
TOI-2525 b,1290,26.69759 Earths,2023,14.216
TOI-2525 c,1290,0.657 Jupiters,2023,14.216
TOI-2545 b,349,8 Earths,2022,9.521
TOI-2567 b,1647,0.201 Jupiters,2022,12.3
TOI-2570 b,1180,0.82 Jupiters,2022,12.569
TOI-257 b,251,0.138 Jupiters,2021,7.57
TOI-2583 A b,1847,0.25 Jupiters,2023,12.586
TOI-2587 A b,1219,0.218 Jupiters,2023,11.544
TOI-2589 b,653,3.5 Jupiters,2023,11.415
TOI-2669 b,1283,0.61 Jupiters,2022,10.916
TOI-269 b,186,8.8 Earths,2021,14.37
TOI-270 b,73,1.58 Earths,2019,12.603
TOI-270 c,73,6.15 Earths,2019,12.603
TOI-270 d,73,4.78 Earths,2019,12.603
TOI-277 b,211,7.51 Earths,2022,13.632
TOI-2796 b,1143,0.44 Jupiters,2023,12.475
TOI-2803 A b,1614,0.975 Jupiters,2023,12.537
TOI-2818 b,1020,0.71 Jupiters,2023,11.937
TOI-2842 b,1504,0.37 Jupiters,2023,12.59
TOI-2977 b,,1.68 Jupiters,2023,12.6334
TOI-3023 b,1272,0.62 Jupiters,2023,12.252
TOI-3082 b,369,13 Earths,2023,12.934
TOI-3235 b,238,0.665 Jupiters,2023,15.16
TOI-3331 A b,708,2.27 Jupiters,2022,11.635
TOI-3362 b,1197,5.029 Jupiters,2021,10.86
TOI-3364 b,907,1.67 Jupiters,2023,11.875
TOI-3540 A b,,1.18 Jupiters,2022,11.514
TOI-3629 b,424,0.26 Jupiters,2022,14.639
TOI-3688 A b,1293,0.98 Jupiters,2023,12.241
TOI-3693 b,576,1.02 Jupiters,2022,11.948
TOI-3714 b,368,0.7 Jupiters,2022,15.7
TOI-3757 b,591,0.26838 Jupiters,2022,14.812
TOI-3807 b,1376,1.04 Jupiters,2023,11.856
TOI-3819 b,1821,1.11 Jupiters,2023,12.542
TOI-3884 b,141,16.5 Earths,2022,15.744
TOI-3912 b,1520,0.406 Jupiters,2023,12.507
TOI-3976 A b,1683,0.175 Jupiters,2023,12.403
TOI-4010 b,579,11 Earths,2023,12.291
TOI-4010 c,579,20.31 Earths,2023,12.291
TOI-4010 d,579,38.15 Earths,2023,12.291
TOI-4010 e,579,2.17728 Jupiters,2023,12.291
TOI-4087 b,984,0.73 Jupiters,2023,12.107
TOI-411 b,205,3.61 Earths,2022,8.270001
TOI-411 c,205,7.95 Earths,2022,8.270001
TOI-4127 b,1043,2.3 Jupiters,2023,11.441
TOI-4137 b,1093,1.44 Jupiters,2022,11.31
TOI-4145 A b,670,0.43 Jupiters,2023,12.084
TOI-421 b,244,7.17 Earths,2020,9.931
TOI-421 c,244,16.42 Earths,2020,9.931
TOI-4308 b,355,6.43 Earths,2023,11.251
TOI-431 b,106,3.07 Earths,2021,9.12
TOI-431 c,106,2.83 Earths,2021,9.12
TOI-431 d,106,9.9 Earths,2021,9.12
TOI-4329 b,2339,0.45 Jupiters,2022,12.724
TOI-4342 b,201,5.76 Earths,2023,12.669
TOI-4342 c,201,6.41 Earths,2023,12.669
TOI-4406 b,854,0.3 Jupiters,2023,10.937
TOI-4463 A b,565,0.794 Jupiters,2023,11.036
TOI-4479 b,263,8.35 Earths,2022,15.18
TOI-451 b,404,4.31 Earths,2020,10.939
TOI-451 c,404,9.8 Earths,2020,10.939
TOI-451 d,404,15.6 Earths,2020,10.939
TOI-4562 b,1108,2.3 Jupiters,2023,12.14
TOI-4582 b,1252,0.53 Jupiters,2023,11.27
TOI-4603 b,736,12.89 Jupiters,2023,9.24
TOI-4791 b,1073,2.31 Jupiters,2023,11.541
TOI-481 b,585,1.53 Jupiters,2020,9.972
TOI-500 b,155,1.42 Earths,2022,10.54
TOI-500 c,155,5.03 Earths,2022,10.54
TOI-500 d,155,33.12 Earths,2022,10.54
TOI-500 e,155,15.05 Earths,2022,10.54
TOI-5153 b,1274,3.26 Jupiters,2022,11.932
TOI-5174 b,643,24.8 Earths,2022,11.583
TOI-519 b,377,0.463 Jupiters,2021,17.35
TOI-5205 b,282,1.08 Jupiters,2023,15.899
TOI-5238 b,948,23.7 Earths,2022,12.214
TOI-530 b,485,0.4 Jupiters,2021,15.403
TOI-532 b,441,0.1935 Jupiters,2021,14.413
TOI-5398 b,427,Unknown,2022,10.059
TOI-540 b,46,0.674 Earths,2020,14.823
TOI-544 b,134,4.78 Earths,2022,10.777
TOI-5542 b,1138,1.32 Jupiters,2022,12.42
TOI-558 b,1313,3.61 Jupiters,2021,11.233
TOI-559 b,761,6.01 Jupiters,2021,11.091
TOI-561 b,280,2 Earths,2020,10.252
TOI-561 c,280,5.39 Earths,2020,10.252
TOI-561 d,280,13.2 Earths,2020,10.252
TOI-561 e,280,12.6 Earths,2020,10.252
TOI-564 b,651,1.463 Jupiters,2020,11.097
TOI-5678 b,540,20 Earths,2023,11.438
TOI-5704 b,292,10.5 Earths,2023,11.529
TOI-5803 b,274,10.7 Earths,2023,10.655
TOI-620 b,108,13.6 Earths,2022,12.262
TOI-628 b,583,6.33 Jupiters,2021,10.112
TOI-640 b,1116,0.88 Jupiters,2021,10.51
TOI-672 b,218,24.1 Earths,2023,13.576
TOI-674 b,150,23.6 Earths,2021,14.203
TOI-677 b,463,1.236 Jupiters,2020,9.822
TOI-700 b,102,0.704 Earths,2020,13.151
TOI-700 c,102,7.27 Earths,2020,13.151
TOI-700 d,102,1.25 Earths,2020,13.151
TOI-700 e,102,0.818 Earths,2023,13.151
TOI-712 b,191,4.85 Earths,2022,10.838
